age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,Class
5.0,0.0,8.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,54.0,0.0,1.0
3.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,68.0,0.0,0.0
3.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,68.0,0.0,1.0
3.0,0.0,12.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,68.0,0.0,0.0
3.0,0.0,12.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,68.0,0.0,1.0
4.0,0.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,68.0,6.0,0.0
4.0,0.0,7.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,68.0,6.0,1.0
4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,68.0,0.0,0.0
4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,68.0,0.0,1.0
0.0,1.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,52.0,1.0,0.0
0.0,1.0,7.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,52.0,1.0,1.0
4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,46.0,10.0,1.0
4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,46.0,10.0,0.0
4.0,4.0,6.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,68.0,57.0,0.0
4.0,4.0,6.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,68.0,57.0,1.0
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,25.0,8.0,0.0
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,25.0,8.0,1.0
4.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,46.0,8.0,0.0
4.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,46.0,8.0,1.0
0.0,4.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,54.0,2.0,1.0
0.0,4.0,0.0,6.0,2.0,3.0,0.0,0.0,1.0,1.0,6.0,54.0,2.0,0.0
4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,51.0,8.0,0.0
4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,7.0,51.0,8.0,1.0
4.0,3.0,6.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,68.0,0.0,0.0
4.0,3.0,6.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,68.0,0.0,1.0
5.0,12.0,8.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,54.0,0.0,0.0
5.0,12.0,8.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,54.0,0.0,1.0
0.0,4.0,6.0,0.0,0.0,7.0,0.0,3.0,1.0,1.0,7.0,45.0,7.0,0.0
0.0,4.0,6.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,7.0,45.0,7.0,1.0
4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.0,8.0,1.0
4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,8.0,0.0
