age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,Class
8684960153774723.0,4579877703807944.0,5135536534746907.0,3535841319922821.0,7587500041175186.0,5117331801329939.0,9250416028411122.0,5430570460936298.0,8000023731711354.0,3841996003652217.0,2850820730037942.0,2163347956261534.0,1240145954247026.0,0.0
9295747727153664.0,4172757684157632.0,3906590392913983.0,7744725738453822.0,5931952694162365.0,9708961189701128.0,518681776278127.0,8590999093038883.0,8738218826766477.0,7014391005972127.0,2814446333017919.0,2455046910724720.0,1072410789201737.0,1.0
7546326081170082.0,4516269519546405.0,7999823508453125.0,8006324799489568.0,7637689265284739.0,6187598456046285.0,2807557211044552.0,1227300114991697.0,6745549288267530.0,6423325347336753.0,5075399968246467.0,4242247546023940.0,5985962725220432.0,1.0
2985896929557364.0,788762663904438.0,4714806692201402.0,3656925074437831.0,3105990407149727.0,663132932413412.0,8091915428499226.0,2178420309999486.0,1114899515451889.0,6621771956406310.0,7072297816643345.0,5523269274216641.0,8946137593344781.0,1.0
6065340827426731.0,6384202521966839.0,20213786109004.0,617724392769730.0,3343523199411056.0,7527377094885235.0,3751186910701640.0,1394393104458153.0,3610621352950685.0,6030679539710473.0,4590733569924088.0,7070766439449861.0,8359353186961642.0,1.0
5948079965515891.0,6595158072614460.0,4878360647495929.0,6720923938055285.0,690144771298700.0,7880615851604859.0,807988499857316.0,6339844439561538.0,881750646384289.0,5580859927164367.0,9963946677381604.0,2810272619983751.0,9823874063086172.0,1.0
8645645405860094.0,6480223387083108.0,1329669520446351.0,7994452443354362.0,4461335807929944.0,3237776112360413.0,4495322639107199.0,3342412903558621.0,6787974824538085.0,7439623845688234.0,1659507706261512.0,9134506829743472.0,2843552595045011.0,1.0
8552644826591440.0,1809808424137316.8,6185969508088247.0,2664114638659245.0,3887274145781136.0,4709808919362946.0,9365188311137376.0,1401073643893803.0,8934989752288845.0,5634254740689513.0,9365959049131610.0,5090276432644381.0,7403020226415058.0,1.0
561348281405756.0,6393797148535463.0,1783724747047755.0,8557471285641258.0,2272221015000953.0,4647807740780804.0,5143657600994652.0,186078490599196.0,6853522609786422.0,263105564799123.0,233447481198542.0,532097978695460.0,5922241802531996.0,0.0
8732015085248499.0,9678480683005720.0,9784545812130040.0,2607542394246584.0,4929542857950794.0,7090209885075319.0,9363265597557046.0,646915548699538.0,389521111571196.0,6742017746358084.0,1191529451468201.0,4227002306467932.0,8646597011655744.0,1.0
4596672186543055.0,7945099765694026.0,6567361252254640.0,9460852086204828.0,6461729752065698.0,5455683856696469.0,7527301387474781.0,2150977366855996.8,8043321310320966.0,2127902728164498.0,6093392025784910.0,2702026266453440.0,629287148458640.0,0.0
8962659834605582.0,3884657200687180.0,3943240282481615.0,9440597871369070.0,2584428487995204.0,635795001934127.0,8525986780408488.0,4843979574969305.0,2345557556877090.0,3389047429327880.0,924664953607190.0,2949029379718407.0,2685675412423810.0,1.0
8501004553774768.0,9665392827640052.0,5818946028468502.0,3427533680462373.0,5494445083384190.0,4175543048873349.0,3962764820372959.0,8402963785436781.0,8221599046955638.0,5901913259245677.0,633050516017200.0,5354614503805614.0,5263017066618875.0,0.0
6525857344279387.0,7192082012894878.0,1541493162493663.0,1700060263472284.0,7623518444733957.0,6973452859763028.0,3013319798323799.0,8141966905424646.0,6759291020193264.0,8662695712725550.0,3264902781359924.0,4093444907996719.0,7920733936488278.0,1.0
1504543779835579.0,8092378064802322.0,5865904799597320.0,2767415173121933.0,4719562477135531.0,6518742528939247.0,7518194718226106.0,8871313521905147.0,5962206394799777.0,6342666956739668.0,3605472899042415.0,311552019994769.0,6642459231806271.0,1.0
5527914113120645.0,3109794279384182.0,5941848169597407.0,83267379591092.0,4057647834409307.0,2343873051706488.0,6191207753559710.0,3663509527781791.0,9083479026200694.0,398783524930552.0,6397904992791695.0,8816545738106363.0,593910910845467.0,0.0
6907314923815239.0,8237493550283470.0,2443354413083631.0,8771355528462755.0,4688064762107852.0,9336798316666042.0,3627665207385769.0,8685493564863598.0,6485270903963145.0,6813639404165949.0,7947190220242717.0,4190768475163217.5,848916157838115.0,1.0
4296065606418435.0,3248692517594146.0,9521803382493476.0,7375515408926278.0,6936639379448170.0,9402115059005776.0,6170405157486524.0,9632606219041692.0,5129459963716888.0,5201058542410223.0,6366802988047342.0,1961227624181739.2,9210549442483856.0,0.0
415333135465407.0,3480752784895450.0,1036133074741667.0,1138964175481740.0,9837557132536718.0,9904435258367952.0,4139614615775929.0,6489574056601241.0,5929911711722016.0,8123170796050394.0,5524649384626029.0,8169230287958472.0,7084344243812463.0,1.0
8432110019516221.0,5612454384478306.0,2827750512034968.0,6751728987951403.0,3623560506942433.5,591234084377411.0,4894062328948700.0,3370384306868245.0,9133922290985216.0,3106566029922101.0,2751933783771180.0,2189946941045450.0,3580023281127690.0,1.0
6253290191543881.0,425462273040280.0,7609924289648000.0,8681859834307922.0,880859679760554.0,9098077579355366.0,5890094626745122.0,5657241649734701.0,8842487882932186.0,4228727409664107.0,9165573371192320.0,6656021446336274.0,7051211351668241.0,1.0
451268047531210.0,9950228123607284.0,8595373871579893.0,2260902425962253.0,499591724911505.0,9488968533970670.0,166759295822552.0,3396283812545044.0,3329140714620786.0,7622677909453037.0,9655915865475884.0,4734050995527431.0,9527317874149804.0,1.0
1152990218854679.0,9101362117304240.0,9720602252996350.0,4098283809762865.0,1133504909512622.0,2284815459733545.0,9047422332188296.0,8432146372448182.0,7651702164856213.0,9652191302880548.0,9178630463473248.0,2399095618840354.0,3693558981641764.0,1.0
9558220697576812.0,2398976668492575.0,3691750378895105.0,300063874659326.0,4321355485734607.0,7990976170708184.0,8031989322142627.0,8314479063610861.0,4128958155477951.0,9574935662986986.0,5680690103967198.0,2514055730642981.0,6146651565438700.0,1.0
5373940657891287.0,4927376613537672.0,4067905748301112.0,904102012761048.0,1555230457311467.0,1296332398010112.0,9768358080591636.0,505202065073034.0,7114279146893283.0,3610989097762832.0,6425602788504193.0,5191540497400817.0,3361795356713586.0,1.0
7609149624973082.0,7875814898562650.0,2980490705451871.0,3365367578987107.0,568322180990139.0,3548057125084016.0,9624757768868756.0,814966554819294.0,1897116158692811.2,4548891180120702.0,4501165354567043.0,8707927167477440.0,2335114437273909.0,1.0
9140069942190696.0,461457921308701.0,920645739238260.0,6259318921601935.0,2973305134512540.0,9354535796958736.0,2826405758111490.0,5984309156402963.0,3163766056717727.0,4448579331710225.0,7213681710237774.0,2881909426893880.0,7710793195180216.0,1.0
6714044084334940.0,4258075737261796.0,2720027783554885.0,3578329861867403.0,1968682721348580.0,3763405497343409.5,1149482527874273.0,9846305584162728.0,1902532962055024.8,2568548970319089.0,1021804623865471.0,4998357867841696.0,6215044883833155.0,0.0
4093780314547055.0,1168658843642818.0,2028900933162883.2,6565600829446392.0,3201413244480811.0,4154072220430800.0,8964934219924469.0,3811794613435991.0,2356321113682028.0,1279452350933145.0,5782005646654794.0,6150882252610206.0,7909174656455598.0,0.0
4875016648126306.0,5695655104661552.0,2921875817710437.0,294719319982018.0,9750215754873680.0,8340117710810554.0,1641122904475383.0,7096378704224736.0,5363331539105803.0,9485455927360264.0,4487630729508509.0,3633935217468945.5,1497069218606243.0,1.0
8927700820386282.0,1633124259635641.0,4084107831965260.0,3665391890836775.0,5583952573170480.0,2848089598897107.0,4664063035739048.0,2063183346736656.8,1224849005870340.0,7893036859210182.0,9107218115905742.0,4908019146664810.0,8844678159720290.0,1.0
2457965329120769.0,1779048902702395.0,8026094179091565.0,6856614465931597.0,5003986300263075.0,9128326259601384.0,6585840871927874.0,3317888381131663.0,2853086738842297.0,4171093750741617.5,8817089680156989.0,1487328840405097.0,9724746176965048.0,1.0
617755528477487.0,6991116866661677.0,9796739937108100.0,4322531716190452.0,8598494541545990.0,4615297970117874.0,4431595795144101.0,4271833201333756.0,5289916744135248.0,7248341575587483.0,5439201432983144.0,7246704743807606.0,9426624628384924.0,1.0
9099626776391298.0,7206818455439646.0,7490158089842744.0,6460638923000427.0,1340816762002313.0,163485375780894.0,9001659813730962.0,2014404002086424.0,5393309002105684.0,6668881627057677.0,4404507821567275.0,8934486812900557.0,8607424441991517.0,1.0
4296661104411581.0,9131344743878332.0,2590728289686309.0,6351810417653817.0,8602419039433630.0,9977241080579252.0,2143539123821292.0,9186525326071304.0,1254042563698289.0,5458762126269757.0,4101660203824353.0,9886009369709260.0,8384101745621869.0,0.0
1406632719117002.0,2859876568785235.0,6914190586031881.0,6267165629131732.0,2923682644151046.0,3748768075117936.0,4296276662180763.0,1825526370678472.8,4152337827860760.0,4634877034137190.0,1018722986341192.0,864197194374503.0,9800034989717104.0,1.0
8703282253310934.0,2736131693572734.0,2595417623142995.0,1193373472877498.0,567306562469455.0,8341145740854838.0,9568671647409244.0,7834906233989075.0,266703007339788.0,1612314115825239.0,2483173984044672.0,4304689743535975.0,2485775744911529.0,0.0
800359176112250.0,5100642913567502.0,780642797330175.0,7424082263548125.0,9388013002447768.0,3139711249304648.0,4075415760201717.0,7996690044753266.0,1700755230897864.0,6947664279865238.0,8771825634459538.0,3599632492918306.0,8189367498681502.0,1.0
1275482750596598.0,8594102662384658.0,9606724654091910.0,9193995982969696.0,4848170931079026.0,9833888059193498.0,146483096910133.0,9066698990852500.0,2925795874246122.0,7207849877932112.0,780915387105898.0,6968091629605886.0,4070569648385051.0,0.0
4508723325807363.0,2838609436604537.0,9013284614668976.0,5217740553799745.0,4955220474168095.0,3488869779737929.0,2421802116118758.0,2083602960343723.2,6229706266276404.0,4056277086337423.0,7793190254030848.0,4845945341920313.0,6431118923637695.0,1.0
708430021080271.0,110337440026700.0,8372413466610618.0,3942493704523885.0,425914616495191.0,6700525942843286.0,2965997256972071.0,5496321534232115.0,8430262899694621.0,4354313028591189.0,6729442946391721.0,4752522940450921.0,9098161362653536.0,1.0
8450613963095174.0,6759866162973927.0,5518288452120393.0,6781780169518173.0,9350789956116776.0,1908000848618024.8,4143116822238215.0,6410695370682650.0,1117036651297442.0,1832328785912155.2,9735486645206984.0,7588072685955098.0,9636233392298182.0,0.0
8065468720469010.0,8876334844584934.0,9039010474021486.0,5206056213091803.0,9930420470837204.0,2397805020223397.0,2651646662792925.0,8284830566926624.0,6415824188640268.0,7928290253119982.0,1409271066090206.0,201339493705879.0,8109433639170782.0,0.0
1172797623717507.0,336214547120897.0,8719032537110616.0,2869969291217976.0,9367750911553510.0,8444187440946739.0,7323375251896760.0,9636716123000060.0,3012998736613291.0,3574159028580954.0,7289238113886227.0,8164864387250574.0,3627600979080899.0,0.0
6363179708995268.0,4256869900525427.0,1838859810112236.8,5179438148281443.0,4103262489251729.0,6509032201913950.0,6869230654473377.0,5515334478073881.0,2013800148969794.0,6124750982119952.0,4610313989429694.0,327570371635924.0,1046118358335472.0,1.0
7604628347700162.0,4279060015010569.0,4570315642936666.0,1642277199138789.0,2014350019485082.0,7343026251476784.0,9803036041956728.0,1555519997363545.0,4094767543706833.0,3649590553464923.0,1659347645767542.0,4523963571449852.0,3054640035551488.0,1.0
3334949364172655.0,9969077522569902.0,9721815943087644.0,194116687629906.0,8248732570306189.0,3095481264135774.0,8747019545619786.0,7144310257050332.0,4338824765230744.0,5580175010318910.0,1486426456192122.0,226417384871247.0,4983591767988657.0,0.0
5808499483288935.0,8126543466380314.0,7284029791989146.0,8393809254967659.0,6567830348208988.0,7256961115916702.0,3575557253517767.0,2739114191007092.0,7288273152769797.0,5082918678000208.0,7871812859895814.0,5959601859716877.0,251729472736784.0,1.0
8963131699654264.0,3612453134224897.0,1191428329549663.0,5204341560633841.0,8556250184136421.0,5787832172390492.0,3932375745269951.0,7908061271567934.0,2673668275149610.0,4713577882802074.0,4324240798139697.0,7462084298802859.0,5915730197301710.0,0.0
9120182028888628.0,5291863986181061.0,5784840162562488.0,188898871687088.0,8147603450446050.0,2825795600154488.0,3173198790470044.0,8864552206539330.0,8988676915994749.0,9968251151292046.0,2910267586748580.0,5219118192194985.0,8401588154096611.0,1.0
3099005292726739.0,570106298417370.0,7276339164524531.0,2053925246309060.8,565102310627086.0,2082200293107628.8,8685059399179318.0,8099896811190026.0,7474199664648110.0,3967422320590369.5,7372489479948915.0,712335556304503.0,3709578928676943.0,1.0
3085249271533899.0,7551967241751462.0,8494612687089240.0,9934256048500856.0,9273502094796780.0,851984931018440.0,3625637089800215.0,2105730737468160.8,1406896066580700.0,4962232758591785.0,1014974475777883.0,2744538068655464.0,9925165438917514.0,0.0
1811452132262056.8,1236510889593360.0,747296302485504.0,1754526896988277.0,1561438343429121.0,4039811559330773.0,4805927735897168.0,4068943662384839.0,5335059029098069.0,3004984810274884.0,2943550718982302.0,6267225037536478.0,2775548471252553.0,1.0
3698867633868401.0,2409629181628276.0,818656877008541.0,4367158614920876.0,2389612136560331.0,6853750617523133.0,2951686432046677.0,9687952455393136.0,2605986194856513.0,2638466627745992.0,7578412302944326.0,5628865729760683.0,8334545370478362.0,1.0
9028107736708260.0,6916856017554537.0,5109890947317181.0,4411447677159913.0,1231700441087368.0,3712879149521281.5,1087845342403866.0,8033663945223962.0,1122200475382929.0,4020745389501413.0,5980581211565620.0,3470270963024600.0,3756298033014016.0,1.0
9526256502382910.0,4449210439858363.0,7144779679850616.0,4382734119906001.0,1841649588598640.8,5653431498209805.0,2822467870360487.0,3562788743586579.0,3390090552799248.0,4532887022937303.0,6232724241443650.0,7549457286933429.0,2946194030127237.0,1.0
4245321762643736.0,8802430750067091.0,1110236063362469.0,5229300497246686.0,538332465381032.0,1607494641762014.0,3535022246098746.0,8700846447577365.0,2537094609648149.0,3069218312272331.0,778142149780621.0,4046390669636388.0,5723718770625735.0,0.0
7569164950177986.0,7131213732895994.0,4261237455297449.0,9407197736054268.0,6014817689829077.0,8127823889708750.0,8309668583139971.0,4301138455353055.0,9367528555956932.0,8082378979800947.0,2281964740839645.0,8460934856944198.0,8901065684629520.0,1.0
1871516695016399.2,218663599999442.0,8154520755890299.0,1059404355446212.0,5962329354695298.0,3003728321816086.0,9436969050616724.0,3032908270930228.0,1212120618333256.0,9208904273320796.0,994737176795779.0,9907058767300664.0,5175738124468412.0,1.0
8858820988033128.0,6743080256476467.0,3150186008557294.0,3764623001580037.0,3158704110464219.0,833014267617673.0,9601292110902636.0,9148906538461866.0,5269536412295284.0,3827867576585948.0,5618368098036505.0,2303194790150601.0,4398471946005923.0,1.0
3706612037397452.0,8756125069028547.0,2884246805133837.0,3005911154979908.0,7816927134000981.0,7627289749630766.0,9425170967399756.0,69586832018342.0,3881456129442261.0,4927383774940547.0,2751514269004306.0,9273338148276440.0,3172093763335022.0,0.0
