age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,Class
7120949709463633.0,9010321805111582.0,1374430930550312.0,2632479276175025.0,5703587844575103.0,7238873679093214.0,3313413210455218.0,2114167259946876.0,7173091493406852.0,9880781966451134.0,8790852308604370.0,5625732587737391.0,5239227208701409.0,1.0
1795925298264398.0,3195301858793333.0,8696410692880281.0,4573921499530673.0,5020062575799345.0,8886061601057770.0,1396377392635452.0,2669515942229870.0,6983206554024260.0,3499163509357302.0,796390599773604.0,2443093973724208.0,1909958765554919.0,0.0
1718333983262257.0,470715253400715.0,2478401935157932.0,4890047079645590.0,3742457843987406.0,259480188017892.0,187252040126463.0,8808423933838262.0,6598900445124732.0,2161818527073231.0,2200634981743940.0,3702981727410932.0,7107867402984114.0,0.0
1053061474536960.0,1925605668488061.0,9042796034465678.0,8337039550564343.0,4257606015706059.0,8980843189916889.0,2975676593458912.0,9117759741977412.0,2628819052584725.0,417953694530209.0,8672550168327489.0,9027300558723864.0,4946447969914886.0,0.0
6097440716596475.0,687968919283529.0,4668395717809575.0,5704259623086528.0,7167979065149192.0,5037596939020863.0,7818088604030799.0,1964571307910731.0,7394189552975449.0,8699667525245173.0,9095428691559472.0,8209755211671201.0,1636815259437948.0,1.0
7206789340265398.0,1800506529613947.0,7006503248829175.0,1193550336369003.0,4085306558735434.0,7380872958588459.0,619700756070185.0,1490668192099631.0,6224102489898605.0,9760446720795880.0,6996884463327507.0,5964854648834354.0,7455056975928397.0,1.0
700405376763218.0,3820843422381332.0,4759826031259205.0,5516966160782046.0,9871310298031098.0,6264846742027554.0,9621473619119616.0,7772523444413474.0,6799813487170608.0,9716570495223004.0,638425981520938.0,54985617273415.0,7731460829394294.0,1.0
5429375007919026.0,9541965806106750.0,7398925521389740.0,7401008716162752.0,518837726392480.0,7169126908401067.0,735975588602500.0,1735416859092126.0,4520145821650228.0,1250770773109874.0,1809300874702546.0,2181057577722338.0,8362281627611074.0,0.0
9998485361657360.0,2007622183256026.0,9139509857046034.0,6944374149142376.0,5109932269368193.0,2728767769680036.0,3328457017943125.0,9318323098048206.0,2036988529315820.0,1597914602879211.0,4580783672507874.0,6403099245886681.0,4474695062077173.0,0.0
35539712364847.0,5137837616945693.0,6757608353574407.0,8696856158793853.0,384298057217928.0,6994364715785321.0,1939188637982283.0,7548260085566508.0,2676229097279612.0,8655301091390941.0,4683658131281658.0,3379611285857912.0,1709246768563625.0,1.0
523736481343969.0,4130614411234570.0,2967848745900793.0,2349038635936469.0,8227476767481112.0,4240921940234217.0,7671024657172132.0,2511815951269445.0,7189207981131055.0,2840323454965578.0,4718500585170207.0,8714173016089022.0,9829940459593774.0,0.0
7356107466568243.0,247753067508324.0,3068253881335410.0,668975631482230.0,2025833691924582.0,6627235024406603.0,4816812234416989.0,3106456994260609.0,6143220964772947.0,9007781883485030.0,758775258781657.0,9819767657302650.0,9151430445192040.0,1.0
878345868183357.0,124674918665335.0,4770813785128056.0,9125889206513294.0,7992679826508447.0,8511325679789341.0,2867871725816170.0,744230027620270.0,365293610317132.0,495042432229895.0,1074020184196523.0,644182643709001.0,8430890280778249.0,0.0
7312952320272614.0,9641374272653288.0,4122055622261272.0,7685327161443749.0,2776024451716993.0,5615358516402619.0,3429304293021279.0,6003559981998708.0,6208219836510168.0,7623028444711381.0,9170770623876988.0,3872862978903941.0,4422507956513633.0,1.0
7735829379719835.0,4790979204853107.0,3824208826647112.0,4976579765248857.0,8842629157658143.0,6641012000379873.0,4756165688961549.0,9724073754747772.0,4950016320062685.0,806400748455191.0,5977537522882204.0,3774957672810433.0,6209723297939020.0,0.0
9061973959784758.0,6982866323083029.0,5945993324805959.0,3097303770034569.0,583188032919973.0,5513211309622898.0,2737484898144079.0,969941743024879.0,8795966290801053.0,9559424621114848.0,3408206210614996.0,7084086495069741.0,3240096475009682.0,1.0
5783898112180478.0,3734013791915340.0,3904056516048437.0,3074143042939654.0,5660479623826181.0,7180100182420466.0,4150665166817085.0,673466078383138.0,8362642175898633.0,935697386837605.0,5886529595452522.0,4711468910046450.0,7614823087992130.0,0.0
415983925298526.0,6880844849468452.0,3812446776615151.0,459727573997821.0,4415325011434438.0,433505298052557.0,2810152096274454.0,2301425003068280.0,5349341481911120.0,2246232823749303.0,2684596721449368.0,8135491259747951.0,1020117526824210.0,0.0
664905457309356.0,6681094965223154.0,3719089397234324.0,4852892526729578.0,6462037378026286.0,2891555139511951.0,3276534454930656.0,4571082969466952.0,6020282061325589.0,1929976292169341.0,4403025912202447.0,1534193075255293.0,5244562895526905.0,0.0
1713246361325873.0,3132328221711030.0,5670181147877359.0,4403549969187573.0,4024424953535586.0,2507988131006988.0,7466950838679923.0,1136672087255588.0,296058273659803.0,6683761274683703.0,4859890480370088.0,6568585724069239.0,5793963533234117.0,1.0
5208661506072969.0,4315881363016048.0,4914889217824155.0,7846424743089307.0,1597472479096365.0,1194999644286424.0,3879594663519229.0,1068278088718955.0,9388068470935408.0,3341349308687036.0,9290461955475032.0,8085204689441179.0,720913923924326.0,1.0
8417992865514134.0,9185529669643296.0,3676936919260162.0,4777186907889901.0,8797327181174465.0,743922637007399.0,8734752419246848.0,8811650419224097.0,5990209706528040.0,87302109458479.0,8263055670864348.0,1953296603679538.0,8360036299427847.0,0.0
1657412484827101.0,2408784763581670.0,3592016738363591.0,8867495169599624.0,9629673718112968.0,7624719009685997.0,5801006127382402.0,6865781581772863.0,6612188822230616.0,4106285787849360.0,4067575874072491.0,6218901527222962.0,3948835314581224.0,0.0
35386021636806.0,6634382034147288.0,4274051119735953.0,2920121907483261.0,2905659103225470.0,2472308115398162.0,8957790931798130.0,5903596448003289.0,4081593633886625.0,3971603706976769.0,5595935693909578.0,5795017446693555.0,168589700897817.0,1.0
2321055610943002.0,2362365832381765.0,7716430409287011.0,3166245489772079.0,7500243448154022.0,3169116037953001.0,324868320705345.0,9339932971083320.0,7152021895887104.0,3195490137472247.0,2883497111936277.0,6827837919064645.0,1381859625989182.0,0.0
1534167392874891.0,4375174528049824.0,1489102397902535.0,7765688522358317.0,1320716640064473.0,6503874870648586.0,8556816111818965.0,5643094005529337.0,4075962242737256.0,3604962227365262.0,292829285321690.0,2366500183808746.0,2988948471911200.0,0.0
7079259082466877.0,3145464274014174.0,244758015616368.0,168408040403286.0,8536049356257684.0,9431327092105560.0,5214717974639539.0,53628823405285.0,1575851306793268.0,99383404292624.0,4486982920543068.0,8849992687334189.0,6493193811983894.0,0.0
5466740322592850.0,8926877700309316.0,3956540649694818.0,4435422568219513.0,5566818357680705.0,2576873122234570.0,9052210971058612.0,528862201108455.0,9488679937482496.0,8459530839099658.0,8595071736774490.0,9892371076214528.0,1628011174559225.0,1.0
6632286656708611.0,9661150320636636.0,576581030291746.0,2239298222170357.0,1985768972413325.0,9306475450709184.0,6287159815582037.0,7892757796667892.0,5421014390747668.0,95091869945465.0,7263736727109163.0,5291947621962757.0,3512968189147207.0,0.0
7939125199569833.0,5750019751914067.0,3372874897444640.0,8763274979286467.0,5906750461667754.0,9958393126666448.0,5231758325090093.0,3155649022254350.0,2999140380382167.0,1316910018398321.0,1921567035113549.0,9956268447451128.0,9730413961821936.0,0.0
9222484205347148.0,138994051448847.0,3637012277981503.0,25734690171486.0,8781701277442591.0,4658300508858714.0,68190440622736.0,7604040366956196.0,8489347112659760.0,7366485498830155.0,1496567469353154.0,8290224519298846.0,4285187424856825.0,1.0
6203188421879139.0,644628089174371.0,1985079031970171.0,9596459026913848.0,4052642146220949.0,6984134833200448.0,1967244670057414.0,4664498319223324.0,7406536375630341.0,3800047440616775.0,3520424466911399.0,9022221146450186.0,3955142444970093.0,1.0
8331808981098857.0,5915767713474900.0,1021539507737774.0,829443698652033.0,2591833010320569.0,5036454035695285.0,92530160563817.0,8545136697451621.0,2086337068644838.0,6719776660169247.0,5676947984858463.0,1943141368699658.0,6276263847890308.0,1.0
7143740688375747.0,8266489355674728.0,303765702113335.0,55355046267721.0,5656482698211394.0,6940597139000449.0,5258484357107021.0,2046197978106513.0,8404850961260739.0,2922457532914074.0,392273583150536.0,7432894857378004.0,8417591965614839.0,0.0
2343313709787945.0,1607126617215555.0,3229342087542386.0,6979157490432222.0,7641405509876834.0,3558081743902620.0,898182781176773.0,7985474936879061.0,4581957636767649.0,1384263748135580.0,113875910541262.0,3666874720291687.0,5085818496456336.0,0.0
8966642407581097.0,9156419703680860.0,4114136137454605.0,3792808923252252.0,4527948837712925.0,4652011199172539.0,6779828005571575.0,5355758018290897.0,7088319361121374.0,4208672022732939.0,1532880238771070.0,8781507711511603.0,6520333117855458.0,0.0
2880197071493039.0,8267893589104702.0,6514829314459335.0,3164011208148070.0,1886731965170995.0,2571434802581112.0,7837101653134358.0,214651944598320.0,4811147833115975.0,1109723195191192.0,9395140058471144.0,6142640284129460.0,9679898049797176.0,1.0
5053470640176011.0,8746121611039288.0,1810112086382485.0,2219527503471514.0,2174012386210649.0,2366810373393956.0,7054315041737116.0,2210602484091178.0,2927281629964438.0,6531259033039746.0,7811244239156633.0,9076531493852134.0,23580163139329.0,1.0
3036206643077855.0,2158334187402910.0,3764665104571931.0,2779116067930992.0,5703539469810117.0,6805233035539021.0,8616097098280661.0,8956496868593817.0,4399359557117582.0,6551070990118984.0,1169730159695720.0,7874511435796567.0,8378911418557786.0,1.0
9815879444201220.0,3292219654049455.0,1018341043412522.0,6462711030581400.0,7941553500168972.0,4321617997404838.0,3881990019992230.0,1386339707280208.0,3861776059150055.0,1390230586902678.0,4860181391244877.0,1856569430232512.0,5487837758908849.0,0.0
8220905801213735.0,1001268446375144.0,56640599443811.0,134435613430356.0,8471764541131811.0,7772300882785271.0,973023087924215.0,9039988801229806.0,1181303157261297.0,9505769203603478.0,1729390553166051.0,5458680387752910.0,7997084599546356.0,1.0
4530917292029076.0,5750786115645479.0,2060728072731715.0,2165027304011448.0,1347876997936571.0,5695020232772905.0,3164554112735775.0,4556372007262217.0,5578014479588954.0,3282261937546436.0,3570787772862008.0,9454149019430824.0,5791166278008363.0,1.0
6845001970600739.0,7937882066602908.0,6505339615993331.0,9237170143100146.0,4347974360137632.0,8792743694181798.0,8788618567281604.0,6957029574493180.0,8210217126147738.0,9529669114930552.0,2370706731478808.0,7860808550168530.0,2504976604505056.0,1.0
2390885123684992.0,7848076883582710.0,3968797168276253.0,4365671791524641.0,2169987255418624.0,1204416845648402.0,288239271705041.0,7738954662824489.0,5220858776418714.0,8693141536232034.0,706945113429560.0,816956376194000.0,1248847955248281.0,1.0
2800768638303307.0,2457651410966118.0,3239899708919883.0,8807607360718386.0,652056815816098.0,1882302830099124.0,774437666715268.0,3162061820898259.0,7393498242069730.0,31593055521250.0,7175143934521275.0,6530104182326461.0,254153590826552.0,1.0
3753999237192751.0,1870690109296294.0,8928423246970954.0,2610209969598387.0,297979912500511.0,4617889815846910.0,4723288339489902.0,3823250422020947.0,7025822389118929.0,344714213180447.0,2059699144326216.0,6013747238804633.0,7644154390538007.0,0.0
3384471837590932.0,7707974526488746.0,8822958686670333.0,5190471537881690.0,2834297976081336.0,1928422917725864.0,8104415588923362.0,6424355823655080.0,2904364332623093.0,5599625823384763.0,7333726447234765.0,4740596932024947.0,6942269841195118.0,1.0
7654281651169321.0,3417898950987223.0,6275124355225994.0,9456865471317070.0,6898252623303920.0,379716286136991.0,7122572037259739.0,8755976253538250.0,3474725688125176.0,6236773243111633.0,5223114597372021.0,8913438565196809.0,1272976548931679.0,1.0
6648165644598885.0,3178653457976487.0,7611747338024541.0,9494542631981526.0,4126958126893214.0,780817395473827.0,9563686985464510.0,9386010211448620.0,5835319576946058.0,4578818839927222.0,4629862843333080.0,9850549173050396.0,72916257402025.0,1.0
2366962495772155.0,4712333282537500.0,952589499960586.0,9752934715200040.0,6735742899140090.0,2886087106592688.0,1549081661719970.0,1768743474520209.0,392034421635655.0,1903764864554162.0,1116480395558018.0,1588154031608662.0,8366939561592362.0,0.0
8607858250891941.0,8809407582186895.0,173286341777969.0,408322676592461.0,2173957890695213.0,183046700871179.0,9658979951798158.0,8027299014634101.0,9709265083996036.0,3934332972168076.0,5769327309699143.0,9788061419746412.0,6716493794893000.0,1.0
871557922211045.0,4050912608841692.0,7008099272987483.0,6884906841295251.0,9550307303389304.0,8674824894270914.0,7815644783004458.0,2331992258339042.0,7794887120276027.0,4094754629624921.0,2930607468313213.0,1985921487597111.0,3316744254875270.0,0.0
2873691343567391.0,2797230110871848.0,9082200512706724.0,2150815451740243.0,2226815306817348.0,1508837822845618.0,7851766904611706.0,8330312496386473.0,3111898985099296.0,3080876370768687.0,7374732583546310.0,3708706011445396.0,2243578785133263.0,1.0
9527509792986624.0,5039670379038718.0,7583629459797345.0,9708145211444360.0,2892012483023427.0,6088560252890907.0,2008682828959545.0,3033225663414863.0,2218614537898090.0,5981324776474489.0,8735646148459185.0,1235693422964808.0,9046073466039000.0,1.0
2237165031048571.0,1686735283661975.0,3368831131953679.0,5345644287410150.0,7896487641512399.0,9880866236494704.0,7610924607206552.0,2268017959643753.0,7828740009859781.0,4183569760776598.0,563862071528931.0,7884117059166934.0,350198348208152.0,0.0
4700860344928450.0,7219226112278768.0,7044059372223676.0,5429232824981195.0,8236236421236879.0,6279464191887875.0,5175531416247445.0,5474827318067079.0,2389792767799988.0,8567857150346910.0,3033983022072173.0,3334765254233358.0,9907064210636810.0,1.0
7525242317316415.0,4127254214180401.0,9068550408532108.0,5986607697141983.0,1643469433149460.0,4022611572889949.0,9787294359810360.0,8642940622576088.0,7247855117278723.0,9802660505336114.0,1827482952214402.0,8687812247105117.0,4407526366469579.0,1.0
1427941809861272.0,6758442352363485.0,106340234575776.0,3789072331022656.0,4924835575697259.0,3059392304817725.0,8474394507595945.0,1428041936828878.0,9895718589508694.0,7453620027322809.0,9463451649542856.0,704195160443987.0,9393509475172622.0,1.0
90241541071187.0,3527603050951729.0,9138734889929674.0,5568558817607186.0,4092655952059620.0,2455780897222397.0,9942055670042848.0,3871028165123213.0,4489963239423693.0,4390532178299964.0,1181995813728659.0,7569041223123912.0,5443974782363066.0,1.0
7025876537982143.0,7365967138113008.0,789947839936218.0,3477063154546215.0,7993103344055695.0,4402143164209710.0,3605351216109338.0,4977445719717896.0,3897675658471791.0,1499201531123232.0,3012240995916779.0,1731292487401157.0,9596933411939356.0,0.0
1815515948683683.0,5552611191688790.0,1889627332297116.0,993699372193943.0,7899971943546996.0,531493217785913.0,1941620653442651.0,4505369395468165.0,197974886256405.0,6266731461307093.0,7500143670681057.0,438973631344020.0,5212007118814814.0,1.0
2148003295623050.0,9711509139046344.0,8555405340086407.0,3980878422095573.0,6577685908891895.0,5490903916110554.0,8935565906318208.0,5628212321544135.0,5032042211357274.0,5054299589787080.0,7946238983815275.0,7593571803098712.0,8995768294757518.0,1.0
4889473810265317.0,1244886014694486.0,2381843715114172.0,5587741171604594.0,8774645003702156.0,4760095871966499.0,1212917405977092.0,20686255865334.0,645962630948007.0,7258125690573019.0,536573181151595.0,1818345272242685.0,6420762077779175.0,1.0
3926316990396459.0,8852106594973652.0,2884412840297869.0,4439917708835717.0,1179162716226809.0,7388677988064722.0,54297912157730.0,1799080506211894.0,4210733076910411.0,1234660043494192.0,4612505668052331.0,6852962923447134.0,5142623482181158.0,0.0
1479922726792790.0,701856640685261.0,9962854612545682.0,1050344927956950.0,8650424371688469.0,8570122282599601.0,7299683426824949.0,3017647767821924.0,7938241580200802.0,3829882078513869.0,9328210513614510.0,2461287881366611.0,1394545483590607.0,1.0
9270616316253212.0,6013465478942287.0,5916895355323003.0,4128165860779150.0,2741630152268282.0,5475782871157242.0,9825921523270432.0,1250654425255891.0,6297206752490754.0,3266673552556667.0,6447193889016310.0,6609989068370697.0,657148735649913.0,1.0
3693135702817788.0,7114774286989534.0,9219009489031652.0,9941684412129744.0,4808951485833978.0,9143984879924498.0,6180666057027107.0,1313069460551193.0,9007668145269368.0,2228453838952479.0,777352169560368.0,1246993596371995.0,9417100236015500.0,0.0
7664514748981885.0,7101481455146761.0,4775375242262534.0,8850162895653146.0,7420944625586441.0,4754606473912340.0,942823601507688.0,9384708940920740.0,4603274256088831.0,3032504690984916.0,297867052381302.0,2491925659242258.0,534036959586055.0,0.0
9940256501454080.0,7302032780563978.0,1306057903196409.0,2241887263291964.0,9033008904576040.0,7150043703972994.0,1022771688360480.0,6209859227933120.0,7566622102757020.0,40516558500566.0,1193251950096203.0,5325725890247485.0,263520346358091.0,0.0
2643061531069307.0,2750665901914424.0,850153361086335.0,1455296755567140.0,7615354263655940.0,8038156127346739.0,2963996266566298.0,9670088026191484.0,1853893719477979.0,3561624960931235.0,7820078462428927.0,316117440591909.0,7267367399678119.0,0.0
8539776944509050.0,7368006616414330.0,5666138086274068.0,3328915142230854.0,1995438504794619.0,395162834744694.0,5115595981036662.0,2880228526107427.0,248859321320916.0,7609188671264433.0,6332968049984422.0,2914347648104025.0,3169976379874763.0,1.0
3759230121043108.0,5670566076418888.0,8602518649234056.0,3946600081445602.0,3788432445083205.0,6260422922392187.0,5529722646298069.0,2247361596573123.0,8271525864682540.0,6585594702378683.0,2363983489470794.0,6020051521656935.0,1463958986808821.0,1.0
5518761358733774.0,2509296142370261.0,6830546285761140.0,7674151005635904.0,4447780710226880.0,2894338333985493.0,4608677324930010.0,5153040571253089.0,7375540749167224.0,6603739842071770.0,1040819726409750.0,7500801298781094.0,7535459062744670.0,1.0
9696750848151800.0,5914634553023480.0,6608914903348430.0,3275567636738444.0,1487044314115121.0,837453943977725.0,6129810128595298.0,6500870395142660.0,8901010384458919.0,8939552420964323.0,5878853022231443.0,6280265732731485.0,5085914144906670.0,1.0
3346536441487751.0,8061691088911819.0,5879563005648161.0,2846185475616723.0,8101709723397254.0,8405187901579190.0,3627016249530717.0,7065889629119505.0,7627276075759162.0,7661677337816189.0,9822246321640088.0,7882628649122088.0,656597636368618.0,1.0
3018959032892719.0,6994583013828671.0,5100897275402716.0,5635966978171861.0,2386142117889056.0,5459085842644419.0,9305782420776516.0,1607935928736394.0,4273296846521938.0,1123729231276636.0,5955761026404868.0,1872860951909149.0,8182995486146038.0,0.0
1458523274130049.0,4876269757597897.0,5775150862791163.0,8279089404322204.0,3252062813664028.0,3630636140460816.0,4029878504104736.0,5175642360192324.0,1322074473104708.0,2074255989415711.0,9122522333478944.0,9192730719406904.0,4606691541628600.0,1.0
5987782839784648.0,5329293015921917.0,8840977959885371.0,4157029075019573.0,1412047287253127.0,3524146265371271.0,3175360839851303.0,3854735866245290.0,1596954587867529.0,7272509671865064.0,6946353668406050.0,3776072285657658.0,5561183043577682.0,1.0
721555476477530.0,4214874089354748.0,4264087342554582.0,6769034341079747.0,2523054992987129.0,3832232125034939.0,2911757551208218.0,7275090346593143.0,341409560008527.0,7018392116244576.0,3783775952858015.0,28487072154134.0,9434737125341480.0,1.0
5260340657079972.0,2353323620173980.0,7053670249223969.0,8227918879163225.0,64115874303416.0,9712028559550448.0,3507806351935928.0,3117515017350143.0,1020035871558519.0,3867092051327524.0,46708361074791.0,6488352598880351.0,8673406975723595.0,1.0
6922506510368508.0,7379998228185468.0,4300027737167824.0,5191979259714736.0,5550910203273776.0,5189328911069418.0,5642463545493950.0,3265717360540297.0,6640250350079877.0,3575324649049948.0,2200312283447537.0,8133538950153698.0,8018753431809950.0,0.0
3550058686823804.0,8136854897650920.0,952949847414511.0,6311747967754779.0,4920589372048217.0,9983644107639782.0,2627213996437230.0,9151627803791820.0,7455219590076729.0,5466588853909369.0,5971972956544861.0,394242507734993.0,8846769595727352.0,0.0
200567398522510.0,710010653570387.0,7754421635091705.0,2635671677787751.0,9081411587778704.0,3103807441476048.0,3899976535106935.0,3839615020941706.0,9224065106709384.0,3190862402806249.0,6347119766020556.0,8926800760756902.0,2705739053043225.0,1.0
6167506554063057.0,2951607319251748.0,7404945592205692.0,432919090859086.0,9500105966794250.0,7608652570061052.0,5193674445661458.0,3000952553649618.0,4702250874219394.0,8358941749242593.0,1762608688637030.0,4061542456623006.0,7956530181971888.0,1.0
4680843913457124.0,6391801625047239.0,348515286032037.0,4693766488032346.0,608226618191536.0,1471395745809109.0,4308128326801062.0,2539020095961320.0,6811452948154575.0,5692367908709027.0,405765582046281.0,2392990019617238.0,8877541076742743.0,1.0
8552821058457705.0,6373871022091520.0,2796597336951954.0,3791060628924653.0,8356530160677958.0,2890255233658521.0,876739214378965.0,2721664216718240.0,6498168944362197.0,8030857385930930.0,6664702371439045.0,4715242232790541.0,6737894191843041.0,1.0
6186745817165306.0,8525802796625895.0,2261280350807342.0,7385669521369988.0,7307315003603606.0,8324396688770650.0,8309284138468591.0,5641709345024976.0,1525013850602702.0,7253063818481733.0,3295710921090610.0,9531314773739990.0,3970146844345036.0,1.0
