workclass,education,marital_status,occupation,relationship,race,sex,native_country,Class,age,education_num,capital_gain,capital_loss,hours_per_week
0,9,4,7,1,4,1,38,0.8559454820839963,-0.4668396832880416,-0.630951495111634,0.2615258257316161,0.7571404821992942,0.06446813098893865
3,15,0,4,4,4,0,38,0.09244347351045504,0.5430025925756166,1.2474852225243456,-0.14569384386392645,0.5184226307484511,-1.162682536168361
3,9,2,0,3,4,1,38,0.6615655124731925,-0.994080010782002,-1.6159322807467666,-0.14592048355885345,0.015955498845888868,1.092622052378212
3,9,2,11,0,4,1,38,0.4992188747079726,0.669218544649775,-0.539865026197968,-0.14592048355885345,2.433634963831476,-0.929962737681171
3,15,4,11,0,4,1,38,0.6978813223111668,-0.49986072202582815,1.613319257614053,0.5108123856475344,1.284719960591573,0.08425702635592157
3,11,2,2,3,4,1,23,0.0,-0.024379488233598264,0.8829535422681739,-0.14592048355885345,0.810425057631465,-1.1139169380003053
3,15,2,9,0,4,1,38,0.27941612681858286,1.5819669668313412,-0.5018442298785979,0.024344410161126033,-0.21665952703259012,0.24563209797292151
3,11,2,11,0,4,1,38,0.0,-0.6216785160943256,-0.5867385247082939,0.45502699553436127,1.1793479109883145,-0.33721123086252264
3,8,2,0,0,4,1,38,0.0,-0.37387919573208356,-2.0677516424377993,-0.14592048355885345,-0.21665952703259012,-1.88434327476395
5,15,4,9,3,4,1,38,0.29895400527432225,-0.4504260966864305,-0.6000332469122944,0.009897171598809176,0.18003669863853877,2.67581497053374
3,11,2,3,0,4,1,38,0.0,-0.504626699179346,0.1727121949593804,0.7181619073580147,1.7756959278759545,1.411172957579561
3,11,0,2,0,1,1,38,0.0,0.02106777262192517,-0.3528943242627767,1.4361811161108056,-0.21665952703259012,-0.3795909789458075
3,11,6,11,3,4,1,38,0.26185851697884466,-1.5822062886564523,-0.23945412089357246,0.3045969198655998,0.2825751901925332,-0.8489284975821397
3,11,4,0,5,4,0,38,0.10879409724552455,-0.12708352091252148,1.5734875040002947,-0.14592048355885345,0.21226198564681772,-0.6681973775944366
3,9,2,8,3,4,1,38,0.0,2.5820582769485347,0.5762518331144953,1.2893458893704897,-0.21665952703259012,-0.8683946247689693
3,11,2,9,5,4,0,38,0.0,-0.5549747196262869,-1.9259268422438445,0.5619097440344377,1.6895091973799192,0.29378396927084643
3,15,2,3,1,4,1,38,0.0,1.069193148514723,-1.893804636155136,0.24231556028596538,2.741891911935433,-1.6444930209125004
0,15,4,12,5,4,1,38,0.4805318962645462,-1.4065252423313208,0.059057133944347286,-0.14592048355885345,0.5696768704584315,-0.08232249581599121
3,9,2,11,5,4,0,38,0.8424277318919972,-0.6121382521373655,-0.003051804614828013,0.35517581674490734,-0.21665952703259012,-1.2293095736664312
3,15,0,9,4,4,1,38,0.4419632166402737,-0.46601568616404837,-0.6037164174583655,-0.14592048355885345,0.49284493351421865,-0.89835358238732
3,15,2,11,1,4,0,38,0.0,1.454485448641489,-1.8024113159770192,1.7680365969172653,0.11578500222636609,-0.820082293470664
5,4,2,5,0,4,0,38,0.0,0.5196536690041887,-0.22935900673004064,0.8149656961632611,-0.21665952703259012,-0.375487870430053
4,11,4,9,5,4,0,38,0.9073078045094817,0.2713479456847958,-0.9835980850367505,0.8462806359313398,-0.21665952703259012,-1.266577033866035
3,12,2,13,3,4,0,38,0.5001469466375358,1.806365101124707,-0.4836051304927554,-0.14592048355885345,-0.21665952703259012,1.8715421293791086
3,11,5,3,0,4,1,38,0.0,0.6867961311009033,-0.4623636681632865,0.8145572821243872,-0.21665952703259012,-0.8360293027742091
3,15,4,6,0,2,1,38,0.08365327861523678,-0.5360291283148384,0.8191251048634712,-0.1094709123497271,-0.21665952703259012,0.7865386095460777
3,15,4,2,3,4,0,38,0.5003598674187956,-0.4783942154779224,-0.6439200213655563,-0.14592048355885345,-0.21665952703259012,1.4126882851574312
0,9,6,11,1,4,0,38,0.8255267781920478,-1.161637187998419,-2.353908472933417,0.08412726796561094,-0.21665952703259012,-0.8097015785269338
3,15,4,11,0,4,1,38,0.7629869266371381,0.10480296326918709,-0.35542662373784056,-0.14592048355885345,0.17713973540868783,0.8347891533642945
3,11,4,0,0,2,0,38,0.6810240599423297,0.552687759825805,0.15371752253122348,0.007620933829172202,2.8978351054314744,-0.3553146136374336
5,12,2,2,3,4,0,38,0.1382832526581659,-0.5047205325918627,0.8149068133150884,-0.14592048355885345,0.5044603122830905,-0.8111017810671329
1,15,2,0,4,1,1,38,0.7011781404719495,-1.0704137993654317,-1.5004804562274343,0.058990113944171675,-0.21665952703259012,-0.19049954893625806
6,9,0,12,0,4,1,23,0.43309889354165054,0.15063673349411208,0.08494385449831598,2.1617930937358056,-0.21665952703259012,-2.57616114480336
3,9,4,0,1,4,1,38,0.0,1.8820843332671522,0.9045000049328058,0.17616900596095805,-0.21665952703259012,-0.1768736036411087
3,14,2,6,1,4,1,38,0.3641550552851252,0.6395293921312387,-0.20765217130125452,-0.14592048355885345,-0.21665952703259012,-0.6524014459553787
3,15,0,13,1,4,1,38,0.5837401092561243,0.8907558374361692,0.6737454495120453,-0.14592048355885345,0.5354774616356203,0.658804762843538
3,12,4,3,4,1,0,38,0.9901232944542732,1.3214149339547094,1.052389211938681,0.4169889807545856,-0.21665952703259012,-0.3110640119487273
3,11,2,7,0,4,1,38,0.3664446565257105,0.2955365969849299,-1.050451143080681,0.2607795636452997,1.267459921834396,-1.7405130309884707
3,15,4,4,5,4,0,38,0.0,-0.502672897226449,-0.9886486767639873,-0.14592048355885345,-0.21665952703259012,0.16246146900732403
3,15,2,2,1,4,1,2,0.8130412105862784,0.3424386854791856,-0.7251205608249311,0.18761862064097123,0.8931500978518542,-1.2951602159009652
3,11,2,5,0,4,1,7,0.029154873396283282,1.2862918241484278,0.509418505660035,-0.14592048355885345,-0.21665952703259012,-0.13863745751262452
3,15,2,9,1,4,1,38,0.0,-1.1030380837096567,1.263773816544217,-0.14592048355885345,0.20860126323230008,-0.8277247881356323
3,11,2,3,3,4,1,38,0.039698124913151944,0.9229923553911209,-1.2410839590866654,0.9732852088817386,-0.21665952703259012,0.13131710337613753
3,11,0,0,0,4,1,38,0.19877043958444063,1.8443774980070948,0.467730994867307,0.5598278180228577,0.986107805547774,1.7364921684350507
1,9,0,13,0,4,1,38,0.0,1.138079378653049,2.0206320501532793,1.9436213929105222,2.222228523817629,-0.7963305441070367
3,9,2,7,3,4,1,38,0.0,-0.5503344271311899,0.5336106109312376,0.33813179228301077,-0.21665952703259012,1.5946902736079402
5,11,2,2,5,4,0,28,0.0,-0.11898166661637807,0.6217874140585424,-0.14592048355885345,1.797047865136041,0.5333313972174953
3,15,2,9,3,4,0,38,0.5497259773516345,0.7217350655540046,0.7948239737670363,-0.14592048355885345,0.42849322020680436,-1.565551690728351
3,9,2,2,1,4,1,3,0.19262262823820198,-0.33156775053745896,0.18939202066207145,1.1691106560390876,1.132360443620594,0.13090650995189065
5,15,2,3,1,4,1,25,0.0866172620160883,-1.159872954775872,-1.847852424315761,0.5916731153748992,-0.21665952703259012,0.353755635454989
5,11,4,11,0,4,1,38,0.0,-0.48450225709116784,-0.329465339377577,-0.04284768411379528,0.3610225008988978,1.3696345118883266
3,11,2,3,0,4,1,38,0.0,0.19252548163730485,-0.30926872577059905,0.14719060413000634,-0.21665952703259012,-0.06521286803112725
5,8,0,5,1,4,0,38,0.39728240334228065,-0.20999334975708817,-0.5950533247337879,0.4598251753510679,-0.21665952703259012,-0.8529521264752791
5,9,2,10,1,4,0,38,0.5926963624370651,0.05171072492146229,0.15386198839216803,-0.14592048355885345,-0.21665952703259012,2.047718003340297
5,9,4,7,1,4,1,38,0.052581715989996725,-0.3059840016097183,-0.12005553203978445,0.7835390551230689,1.2742718783274631,0.8445321338113511
3,5,4,2,0,4,0,38,0.7902475403579378,1.072442541188603,0.6357253343849495,-0.14592048355885345,0.2480997122305424,0.44443047544615527
3,11,2,0,0,4,1,38,0.1050109255207699,1.798118376070273,1.8797322309600686,-0.14592048355885345,0.46961603984785033,-1.5853717331775632
3,12,4,2,3,4,0,38,0.0,-0.7925420577742796,0.6416169359019431,-0.14592048355885345,1.2141355690872255,1.021481319984973
4,15,2,9,1,4,1,38,0.28958443976236836,-0.19980997905800918,-0.6184012676138223,-0.0013265631492666182,-0.21665952703259012,-1.7938649739944938
3,11,0,9,1,4,1,38,0.0,0.34496615188605617,-0.44332576119886147,0.2744103231420068,0.513236732564907,-0.22589533373522294
3,11,4,4,0,4,1,25,0.0016577856136537894,1.079242619800518,1.212434998693135,-0.14592048355885345,-0.21665952703259012,-0.3910489331458711
3,5,4,2,0,4,1,38,0.2309866012768817,-0.7866886549835973,-1.351654870530691,-0.14592048355885345,-0.21665952703259012,0.7878455599298289
6,15,0,6,1,4,0,32,0.49112805783523383,0.38296116937224717,1.0633556787381684,-0.14592048355885345,1.0178545948219155,-1.1427945122089875
3,11,4,11,1,4,0,38,0.9437457674726041,0.8415520086311066,-0.3272735370405103,1.0323804146253492,1.6786509868664767,0.8796457932061397
1,15,4,6,0,1,1,38,0.9185365080840154,0.5371356878131401,-0.291265258817596,1.2421030282429397,0.058264526535671345,-0.4020402075499501
3,12,4,2,3,4,0,38,0.14750063302972563,-0.030230468186892265,1.2043114102651498,-0.14592048355885345,0.8563691263812323,0.23295494021202073
3,9,2,13,0,4,0,38,0.4914043956091418,-0.03380144090457776,-0.530796990131457,-0.12683289377527565,0.030929025749674127,0.6800132642843559
3,7,4,6,0,2,1,38,0.0,1.1466855598239156,-0.4143227891823137,-0.14592048355885345,0.41802931114048075,-0.9077881553331069
3,7,4,9,1,4,0,38,0.19685841169519325,-0.5160780169071962,-0.6197525160973191,-0.14592048355885345,0.3100700445049803,-1.0740617355912638
1,6,2,7,2,4,1,38,0.5582882999498167,-0.34891236171762513,-1.2980092522674829,0.4502553867878916,-0.17037866342444608,-0.7168671394879896
1,4,2,11,3,4,0,38,0.08067606281060344,0.21839304248193322,-0.049426987175440064,0.4920708928591753,-0.21665952703259012,-0.9932742076188652
3,11,2,2,3,4,0,38,0.0,0.321985841171268,0.13221402329333687,1.0097350029035501,-0.21665952703259012,0.7149048187623147
3,11,2,9,1,4,1,38,0.050602981608125486,1.295170096051268,0.7768760733637228,2.0277373751804864,-0.19720277846841824,-1.6117433054498371
3,12,0,11,3,4,0,38,0.0,1.1389769584506797,0.3716443034217837,-0.14592048355885345,0.17334753112566037,0.14354114707625382
3,11,2,9,4,4,1,25,0.0,-0.7178627508770113,0.8132427105689708,-0.14592048355885345,-0.21665952703259012,-1.6194380524124836
3,11,4,9,0,2,1,38,0.7713591023783563,-1.2027333741812045,-1.2538021250780222,1.0761717303147509,0.27409056464369597,0.8924897196720417
3,15,2,9,0,4,0,38,0.019206103801735014,-0.8981846274556659,0.06316282755949168,0.7697736628694609,-0.21665952703259012,-0.9937706685135016
3,15,4,11,0,4,1,38,0.0,0.29880303634784666,1.1281221525702383,1.3005035795581077,0.5140373530939534,0.5976214792264467
0,8,4,5,0,4,1,38,0.0,0.8601255896347181,-0.11679437030182398,0.39145509073365103,0.9369716254392705,0.21866018593333963
3,9,2,11,3,2,1,38,0.0,-1.26011902544103,-1.1453826532718967,-0.07093003333985053,-0.21665952703259012,0.5586820554425865
3,15,4,5,0,4,1,38,0.3282435496350883,0.6896782269683263,0.5017181465134515,-0.14592048355885345,0.8559248141120909,-0.46725438191836816
3,11,3,3,0,4,0,38,0.0,0.7113338984227043,0.36725935508284535,-0.14592048355885345,0.6436843193846462,0.07710370097183052
3,11,0,11,2,4,1,38,1.0,-0.11552853189284547,0.887300151549601,-0.14592048355885345,-0.21665952703259012,-1.2725600050415131
3,8,2,11,1,4,1,38,0.3870161335510025,1.5741439886172248,1.4027259811442012,0.24126175114110449,0.752148617896953,-0.38187730671792164
3,15,2,9,0,4,1,38,0.6646835476569912,0.2646887373053627,-0.24289583350173022,1.6216109386708315,-0.21665952703259012,-0.9643269296605539
3,15,2,2,4,2,1,38,1.0,-1.4950040794018673,-1.287285650077472,-0.14592048355885345,-0.21665952703259012,1.1957390648683763
3,15,2,9,5,4,1,38,0.5473542208322084,-1.335286622313825,0.11045361002649795,0.04607312829601318,-0.21665952703259012,1.770173519433001
5,9,4,9,2,4,1,38,0.6562707049683743,0.010150675974724235,0.4321391547082329,1.4087622140172387,-0.21665952703259012,-0.8875351929541323
3,15,2,6,1,4,1,38,0.35353698979903536,1.1968082517758127,-1.0877150314395272,-0.14592048355885345,0.8384497394907304,-0.25100142676887394
3,1,2,2,0,4,0,38,0.05202874087892492,0.8417644881006415,-0.3079078964328586,-0.14592048355885345,0.2549796525532033,0.5539753099987459
3,12,2,6,0,4,1,38,0.4961833687275707,1.6097505008809565,-0.6415550135100817,-0.14592048355885345,1.8166867549619783,-0.8994100517796283
3,11,4,3,3,4,1,38,0.0,-0.614170321306508,-0.21346852061056895,-0.14592048355885345,0.15167268546254475,0.01073943879499742
3,15,4,3,1,4,1,38,0.5120712972614505,1.2529148431371586,-1.517410982834361,-0.14592048355885345,-0.21665952703259012,0.05024477640063975
4,14,2,13,1,4,0,38,0.0,0.060377157420418964,-0.5535961931113695,0.679474896624742,-0.21665952703259012,-0.022250546264781627
3,11,4,13,0,4,1,38,0.3786375663534748,0.2709497827173177,0.08001219914924251,0.6713641096254659,-0.21665952703259012,0.4794798503896509
3,11,4,9,1,4,0,38,0.14311777957598387,0.32102696410534654,-0.09200995414119548,1.2843807602392325,3.5116133978449358,0.3441845629750479
1,4,4,9,4,4,1,38,0.5282077459973604,2.0266971172413566,0.2869028396631042,-0.14592048355885345,1.3247282653563892,0.13588053181143045
3,6,4,5,4,4,0,38,0.17733196749055113,-0.20616188321255502,1.772336778553855,-0.14592048355885345,-0.21665952703259012,0.035008788125371476
3,11,0,3,0,4,0,38,1.0,0.6520318995447238,-0.39421646922060216,-0.14592048355885345,0.178749492247272,0.8544355817757435
5,12,2,6,1,4,1,38,0.04996099857989206,-0.4888189860117093,-0.0011924772133033374,0.7867836319202749,0.17018977537118576,0.9593684096305205
3,7,4,0,5,2,1,38,0.47363867829608886,1.0973357205052843,-0.6272125095154206,-0.07635473074833331,0.3174051195081778,0.3924587684576453
3,12,0,11,3,2,1,38,0.0,1.3001610018688063,-0.15628829972259242,-0.14592048355885345,0.19634574328182658,-0.24826639330045422
3,11,0,11,1,4,1,38,0.5129533277183256,-0.6321362401104944,-1.2206479558859216,-0.14592048355885345,-0.21665952703259012,-0.605213731186958
6,2,4,2,5,4,1,38,0.0,-0.35573698069726817,0.019390093411789506,-0.14592048355885345,-0.21665952703259012,1.4576596034739502
3,15,2,9,1,4,1,38,0.5497641434819347,-0.34561250607147675,1.9233094077986261,-0.14592048355885345,1.3557272188682314,-0.4336904858074918
3,4,5,0,1,4,0,38,0.0,-0.32402109077060864,0.8478424049900782,0.353629538945546,-0.21665952703259012,-0.5910246471966819
0,7,4,3,4,4,1,38,0.0,1.630467009611288,0.33325816179777545,0.47773854006332855,-0.21665952703259012,-0.790478342119526
5,11,2,11,1,4,1,38,0.6282438905524352,0.9304186584337851,0.04236415727968788,1.4440189261349545,-0.12643327279114813,-1.287715020665927
1,1,4,2,1,4,0,38,0.4940567567048671,0.922745182107095,-0.43572939406883915,-0.14592048355885345,-0.21665952703259012,-3.0372781572636427
3,9,4,13,3,4,1,38,0.16610102309483044,-1.135677726996285,0.07804703127232085,1.3555136203581741,-0.16193510809608794,0.3766801604229891
1,9,2,10,1,2,1,38,0.26385840059988264,1.027871078150975,1.1840299462492534,0.8770529048360144,0.34386480369195266,0.8178592257983349
3,9,2,9,3,4,1,38,0.0,-0.8542332029715948,-0.05772649764184893,0.0895048679985175,-0.21665952703259012,0.36772751679586785
3,9,0,9,1,1,0,38,0.42597063331083096,1.7756335602500388,-0.11702318777855282,-0.14592048355885345,0.977225632795065,0.43905639554320747
5,5,2,9,0,4,0,38,0.0,-1.4744983093154191,0.3544095692010344,0.6571934014657894,0.08857789278316755,-0.0795823922014915
3,15,4,11,4,4,1,38,1.0,0.47693681382194314,-1.066542391265846,0.41305220735489484,0.6797428633935073,-0.3961916841081611
3,15,0,3,0,4,1,38,0.5469565667636427,1.3392434914431952,-0.1721875418029022,0.20201981197283586,-0.21665952703259012,-0.14422161855553983
3,7,2,6,3,4,0,38,0.08141821952112635,-0.20717811757357427,1.5412615039416073,-0.14592048355885345,-0.005215993842785644,1.6978841520954395
1,8,2,9,0,0,1,38,0.4596928237203434,-0.5989090473243944,-1.691757435735635,0.1515521021790803,-0.21260047187709194,-0.6697022570936174
3,11,2,4,1,4,0,38,0.0,0.5229157251836667,-0.5938204094908284,-0.1239840268224755,-0.21665952703259012,0.8915193023208288
3,11,4,11,1,4,0,38,0.0,0.06461537186034384,-0.8564296965140784,-0.14592048355885345,-0.21665952703259012,-0.21285967730565558
3,11,0,3,0,4,1,38,0.12966096323432033,-0.4318091573705313,-0.8115347381342155,1.4007495195891004,1.6721620538104405,0.5411850733167468
4,11,4,2,3,4,1,38,0.12479736382461337,0.11924289318013366,-0.922872137434358,-0.14592048355885345,-0.18608139996028408,0.5849084832498358
3,1,4,0,3,4,1,38,0.05615979482175201,-0.7578505402382898,-1.0733402329757233,-0.14592048355885345,0.14342887231967458,0.8904668714890968
3,15,4,10,2,4,1,38,0.0,-0.16755848705336202,1.073020186340949,1.0141307230613616,0.3966347621800933,-0.74086830456497
3,14,5,11,0,4,1,38,0.0,1.5578338291316012,0.07565483466455254,-0.14592048355885345,0.0012631579763124547,1.3557742752402135
3,1,4,11,0,4,1,38,0.0,-0.11749876482910353,1.702312658873977,0.266113223236547,1.0437703115773853,-0.2282062713743033
3,15,2,11,1,2,1,38,0.0,-0.38806204762423185,-0.4425360752130756,0.6709356429658968,-0.21665952703259012,0.5344132608412484
3,11,4,2,1,4,1,38,0.024366407782311084,-1.1339390131464675,-2.0377206260437535,1.0522366796447018,0.20659967399368917,-0.13599475979466727
