workclass,education,marital_status,occupation,relationship,race,sex,native_country,Class,age,education_num,capital_gain,capital_loss,hours_per_week
6.0,1.0,2.0,2.0,4.0,4.0,0.0,38.0,0,1.7094957455265605,-1.620670744234637,-0.14592048355885345,-0.2166595270325901,-1.2130876667422443
1.0,11.0,4.0,7.0,0.0,4.0,1.0,38.0,0,-0.04897632570961668,-0.555245262020065,-0.14592048355885345,0.8800506822071851,-0.2339252165670411
3.0,15.0,2.0,9.0,1.0,2.0,1.0,38.0,0,-0.21870989856521944,0.10218876902021264,0.6480329509484222,-0.2166595270325901,-0.25630255759404724
3.0,11.0,0.0,11.0,0.0,4.0,0.0,32.0,0,-1.103305436591968,-1.89294833603126,0.07905529200975821,-0.21556894769073565,0.20106849938395602
3.0,15.0,0.0,5.0,4.0,3.0,0.0,38.0,0,-1.5822062886564523,1.115218519344029,0.2227904543955813,0.06818138395395154,0.25212770308363525
4.0,15.0,2.0,2.0,0.0,4.0,0.0,38.0,0,-0.1913449654044972,1.7850438342085233,0.1323492808622883,-0.2166595270325901,0.555406300167521
1.0,12.0,2.0,0.0,0.0,4.0,1.0,38.0,0,-1.002127640630928,-0.15138605976802405,-0.13689070275961002,0.2612168016930297,-0.3015800573710383
3.0,11.0,4.0,3.0,0.0,4.0,1.0,38.0,1,0.4328223812382437,1.1498288029567385,-0.14592048355885345,-0.2166595270325901,1.2699898206133695
3.0,7.0,2.0,7.0,0.0,4.0,1.0,38.0,0,0.9251248613971084,0.013383680296362426,-0.13455925097554916,1.0923746112085653,0.2229180197342536
3.0,11.0,2.0,7.0,0.0,4.0,0.0,38.0,1,-0.6516356585259437,0.8408221468658951,0.8828161628132541,0.8960896454379806,-0.7110875180371999
3.0,15.0,4.0,6.0,0.0,4.0,1.0,38.0,0,-0.2430558671997257,1.376585583132946,0.02773005789823324,-0.2166595270325901,0.7673531315869218
3.0,11.0,4.0,2.0,0.0,4.0,0.0,38.0,0,0.028504129932950005,0.2110748722502965,0.33434137694380256,-0.08846418038710094,0.08845274137936775
3.0,11.0,4.0,7.0,5.0,4.0,1.0,38.0,1,-1.2331463644323224,0.00525354024216208,1.8230527268459569,0.06372189937505332,0.14214680533244473
3.0,1.0,4.0,7.0,0.0,2.0,1.0,32.0,1,-1.5822062886564523,-0.8463532574533567,1.026079015448944,-0.1473355812128914,-0.20587284107472906
3.0,15.0,0.0,9.0,0.0,4.0,0.0,38.0,0,-0.7624885968167731,-0.6183623543036945,-0.14592048355885345,-0.2166595270325901,-1.4582934493680892
3.0,15.0,4.0,0.0,3.0,4.0,1.0,0.0,0,0.9909715348372172,-0.10772396827646416,-0.14592048355885345,-0.2166595270325901,0.6305086735968942
3.0,9.0,0.0,7.0,3.0,4.0,1.0,23.0,0,0.8043385236046773,1.6313054057423473,0.01213305102518529,0.4177667997197187,1.089770499912061
3.0,8.0,2.0,0.0,1.0,0.0,1.0,38.0,1,-0.266054358726631,0.42840359313010457,1.9465295637781488,-0.2166595270325901,-0.5966931480411
3.0,11.0,2.0,3.0,4.0,4.0,0.0,38.0,0,-0.872126773528218,2.078874884612948,-0.14592048355885345,1.1084913430943395,-0.7444377257176816
3.0,11.0,4.0,5.0,0.0,4.0,0.0,27.0,1,-0.4997857867214398,-0.06143947053349216,1.2839950228633066,0.678095106376425,0.3470405028870559
3.0,11.0,2.0,13.0,0.0,1.0,1.0,38.0,0,-0.17777675669807552,0.4582613898640646,-0.02365959851253429,0.7601207495877467,1.440152538305377
3.0,11.0,0.0,9.0,1.0,4.0,1.0,38.0,1,-1.042362082870881,1.2777218525515333,1.078972507203114,1.824606754093668,-0.28173341675914165
3.0,1.0,0.0,9.0,0.0,4.0,1.0,38.0,1,1.8803036688921329,-1.0409584530413187,0.8314827607970384,-0.2166595270325901,-0.4843580987075181
3.0,9.0,2.0,9.0,3.0,4.0,1.0,38.0,0,1.264843500896755,-0.15987999889922402,0.3301756605738081,0.7251043883469876,0.011077820919640876
3.0,11.0,4.0,3.0,1.0,4.0,1.0,38.0,0,1.08998709879514,0.8454605287927797,-0.14592048355885345,-0.2166595270325901,0.3656102413133763
3.0,11.0,4.0,11.0,3.0,4.0,1.0,38.0,1,1.0374834390245813,-0.4752602339961586,1.9357140313940964,0.13014579674546908,0.502327621354619
3.0,9.0,2.0,11.0,0.0,4.0,1.0,38.0,0,-0.6485669137573423,0.7558992881541743,-0.14592048355885345,0.4635847445928809,-0.8268568412908123
0.0,9.0,2.0,3.0,1.0,4.0,1.0,38.0,0,-1.3201141878401883,-1.565784421575391,-0.14592048355885345,0.2307610962017577,0.2421535235713076
3.0,12.0,2.0,3.0,2.0,4.0,1.0,38.0,1,0.2325864043895748,0.9584978664892764,1.6980510002618008,-0.2166595270325901,0.9520616331723559
3.0,11.0,4.0,13.0,0.0,4.0,1.0,38.0,0,1.8433717036720103,-1.039856158305256,-0.14592048355885345,-0.09828101107246634,-1.8717959601927927
3.0,7.0,0.0,5.0,1.0,4.0,1.0,38.0,1,-0.4904967201277479,-0.4225512373320541,1.037481613160819,0.4825054304413634,0.12189857593436212
3.0,10.0,2.0,0.0,3.0,4.0,1.0,38.0,0,-0.2066117004763212,-1.1042923165576222,-0.14592048355885345,0.7159375833723423,2.321823962515944
6.0,10.0,4.0,11.0,0.0,4.0,1.0,38.0,0,0.4961824894499184,-1.0529711873348897,0.1499717106173042,-0.2166595270325901,-1.3681595700845794
1.0,11.0,4.0,7.0,1.0,2.0,1.0,38.0,1,0.16263800386707578,2.3008375546552444,-0.14592048355885345,0.6036587239200633,-0.2953907625166235
3.0,9.0,2.0,9.0,3.0,4.0,0.0,38.0,1,-0.7614154802079375,-1.0321116838170616,0.8922033993921638,-0.2166595270325901,-0.04839231560841848
3.0,15.0,2.0,3.0,0.0,4.0,1.0,38.0,1,0.3981141771896247,-0.06007880521711308,2.0402838836382307,-0.2166595270325901,-0.2417594580894961
3.0,15.0,5.0,5.0,4.0,4.0,1.0,25.0,0,0.5606798627406818,-0.4197856025358671,-0.12125734703865608,0.7533838687597892,2.2522779538401165
3.0,5.0,2.0,9.0,3.0,4.0,0.0,38.0,0,-0.20092381844562696,-0.7914520797318195,0.6632119554578642,-0.2166595270325901,-1.0764746499011977
3.0,2.0,2.0,9.0,0.0,4.0,1.0,38.0,0,1.0241209814881465,-0.6543754289603632,-0.14592048355885345,0.3803906916398652,-1.3660287263741644
3.0,1.0,2.0,2.0,4.0,4.0,0.0,38.0,1,-0.33510166991651164,0.9951833131787864,1.556798776806721,1.2927576975745558,1.029718030660706
3.0,9.0,0.0,11.0,1.0,4.0,1.0,38.0,0,-0.7526347542641642,0.5525220039259788,0.7192045925647691,1.2837427036160254,-0.975971595820364
5.0,15.0,0.0,9.0,1.0,3.0,1.0,38.0,0,1.8613190542893108,-0.7780521675548576,0.20642767505467546,-0.2166595270325901,0.5890711358898943
0.0,9.0,4.0,7.0,1.0,4.0,1.0,38.0,0,-0.4668396832880416,-0.6309514951116341,0.2615258257316161,0.7571404821992942,0.06446813098893865
3.0,15.0,0.0,4.0,4.0,4.0,0.0,38.0,0,0.5430025925756166,1.2474852225243456,-0.14569384386392645,0.5184226307484511,-1.1626825361683608
3.0,9.0,2.0,0.0,3.0,4.0,1.0,38.0,0,-0.994080010782002,-1.6159322807467666,-0.14592048355885345,0.015955498845888868,1.092622052378212
3.0,9.0,2.0,11.0,0.0,4.0,1.0,38.0,0,0.669218544649775,-0.539865026197968,-0.14592048355885345,2.433634963831476,-0.9299627376811708
3.0,15.0,4.0,11.0,0.0,4.0,1.0,38.0,0,-0.4998607220258282,1.6133192576140531,0.5108123856475344,1.284719960591573,0.08425702635592157
3.0,11.0,2.0,2.0,3.0,4.0,1.0,23.0,0,-0.024379488233598264,0.8829535422681739,-0.14592048355885345,0.8104250576314649,-1.1139169380003051
3.0,15.0,2.0,9.0,0.0,4.0,1.0,38.0,0,1.5819669668313412,-0.5018442298785979,0.02434441016112604,-0.2166595270325901,0.2456320979729215
3.0,11.0,2.0,11.0,0.0,4.0,1.0,38.0,0,-0.6216785160943256,-0.5867385247082939,0.4550269955343613,1.1793479109883145,-0.33721123086252264
3.0,8.0,2.0,0.0,0.0,4.0,1.0,38.0,0,-0.3738791957320836,-2.0677516424378,-0.14592048355885345,-0.2166595270325901,-1.88434327476395
5.0,15.0,4.0,9.0,3.0,4.0,1.0,38.0,0,-0.4504260966864305,-0.6000332469122944,0.009897171598809177,0.18003669863853874,2.6758149705337404
3.0,11.0,2.0,3.0,0.0,4.0,1.0,38.0,1,-0.504626699179346,0.1727121949593804,0.7181619073580147,1.7756959278759543,1.411172957579561
3.0,11.0,0.0,2.0,0.0,1.0,1.0,38.0,1,0.02106777262192517,-0.3528943242627767,1.4361811161108056,-0.2166595270325901,-0.3795909789458075
3.0,11.0,6.0,11.0,3.0,4.0,1.0,38.0,0,-1.5822062886564523,-0.2394541208935725,0.3045969198655998,0.2825751901925332,-0.8489284975821397
3.0,11.0,4.0,0.0,5.0,4.0,0.0,38.0,0,-0.12708352091252148,1.5734875040002947,-0.14592048355885345,0.21226198564681767,-0.6681973775944366
3.0,9.0,2.0,8.0,3.0,4.0,1.0,38.0,1,2.5820582769485347,0.5762518331144953,1.2893458893704897,-0.2166595270325901,-0.8683946247689693
3.0,11.0,2.0,9.0,5.0,4.0,0.0,38.0,1,-0.5549747196262869,-1.9259268422438445,0.5619097440344377,1.6895091973799192,0.29378396927084643
3.0,15.0,2.0,3.0,1.0,4.0,1.0,38.0,0,1.069193148514723,-1.893804636155136,0.2423155602859653,2.741891911935433,-1.6444930209125004
0.0,15.0,4.0,12.0,5.0,4.0,1.0,38.0,0,-1.4065252423313208,0.059057133944347286,-0.14592048355885345,0.5696768704584315,-0.08232249581599121
3.0,9.0,2.0,11.0,5.0,4.0,0.0,38.0,0,-0.6121382521373655,-0.0030518046148280127,0.3551758167449073,-0.2166595270325901,-1.2293095736664312
3.0,15.0,0.0,9.0,4.0,4.0,1.0,38.0,0,-0.4660156861640484,-0.6037164174583655,-0.14592048355885345,0.4928449335142186,-0.89835358238732
3.0,15.0,2.0,11.0,1.0,4.0,0.0,38.0,1,1.454485448641489,-1.8024113159770192,1.7680365969172651,0.11578500222636608,-0.820082293470664
5.0,4.0,2.0,5.0,0.0,4.0,0.0,38.0,1,0.5196536690041887,-0.22935900673004064,0.8149656961632611,-0.2166595270325901,-0.37548787043005294
4.0,11.0,4.0,9.0,5.0,4.0,0.0,38.0,1,0.2713479456847958,-0.9835980850367504,0.8462806359313398,-0.2166595270325901,-1.266577033866035
3.0,12.0,2.0,13.0,3.0,4.0,0.0,38.0,0,1.8063651011247068,-0.4836051304927554,-0.14592048355885345,-0.2166595270325901,1.8715421293791088
3.0,11.0,5.0,3.0,0.0,4.0,1.0,38.0,1,0.6867961311009033,-0.4623636681632865,0.8145572821243872,-0.2166595270325901,-0.8360293027742091
3.0,15.0,4.0,6.0,0.0,2.0,1.0,38.0,0,-0.5360291283148384,0.8191251048634712,-0.1094709123497271,-0.2166595270325901,0.7865386095460777
3.0,15.0,4.0,2.0,3.0,4.0,0.0,38.0,0,-0.4783942154779224,-0.6439200213655563,-0.14592048355885345,-0.2166595270325901,1.4126882851574312
0.0,9.0,6.0,11.0,1.0,4.0,0.0,38.0,0,-1.1616371879984189,-2.353908472933417,0.08412726796561094,-0.2166595270325901,-0.8097015785269338
3.0,15.0,4.0,11.0,0.0,4.0,1.0,38.0,0,0.10480296326918707,-0.35542662373784056,-0.14592048355885345,0.17713973540868785,0.8347891533642945
3.0,11.0,4.0,0.0,0.0,2.0,0.0,38.0,0,0.5526877598258051,0.15371752253122348,0.007620933829172201,2.8978351054314744,-0.3553146136374336
5.0,12.0,2.0,2.0,3.0,4.0,0.0,38.0,0,-0.5047205325918627,0.8149068133150884,-0.14592048355885345,0.5044603122830905,-0.8111017810671329
1.0,15.0,2.0,0.0,4.0,1.0,1.0,38.0,0,-1.0704137993654317,-1.5004804562274343,0.058990113944171675,-0.2166595270325901,-0.19049954893625806
6.0,9.0,0.0,12.0,0.0,4.0,1.0,23.0,1,0.15063673349411208,0.08494385449831597,2.1617930937358056,-0.2166595270325901,-2.57616114480336
3.0,9.0,4.0,0.0,1.0,4.0,1.0,38.0,0,1.8820843332671517,0.9045000049328058,0.17616900596095805,-0.2166595270325901,-0.1768736036411087
3.0,14.0,2.0,6.0,1.0,4.0,1.0,38.0,0,0.6395293921312387,-0.20765217130125446,-0.14592048355885345,-0.2166595270325901,-0.6524014459553787
3.0,15.0,0.0,13.0,1.0,4.0,1.0,38.0,0,0.8907558374361692,0.6737454495120453,-0.14592048355885345,0.5354774616356203,0.658804762843538
3.0,12.0,4.0,3.0,4.0,1.0,0.0,38.0,0,1.3214149339547094,1.0523892119386808,0.4169889807545856,-0.2166595270325901,-0.3110640119487273
3.0,11.0,2.0,7.0,0.0,4.0,1.0,38.0,0,0.2955365969849299,-1.0504511430806809,0.2607795636452997,1.267459921834396,-1.7405130309884709
3.0,15.0,4.0,4.0,5.0,4.0,0.0,38.0,0,-0.5026728972264489,-0.9886486767639872,-0.14592048355885345,-0.2166595270325901,0.16246146900732406
3.0,15.0,2.0,2.0,1.0,4.0,1.0,2.0,0,0.3424386854791856,-0.7251205608249311,0.18761862064097126,0.8931500978518542,-1.2951602159009652
3.0,11.0,2.0,5.0,0.0,4.0,1.0,7.0,1,1.2862918241484278,0.509418505660035,-0.14592048355885345,-0.2166595270325901,-0.13863745751262452
3.0,15.0,2.0,9.0,1.0,4.0,1.0,38.0,0,-1.1030380837096567,1.263773816544217,-0.14592048355885345,0.20860126323230008,-0.8277247881356323
3.0,11.0,2.0,3.0,3.0,4.0,1.0,38.0,1,0.9229923553911208,-1.2410839590866654,0.9732852088817386,-0.2166595270325901,0.13131710337613753
3.0,11.0,0.0,0.0,0.0,4.0,1.0,38.0,1,1.8443774980070948,0.467730994867307,0.5598278180228577,0.986107805547774,1.7364921684350507
1.0,9.0,0.0,13.0,0.0,4.0,1.0,38.0,1,1.138079378653049,2.02063205015328,1.9436213929105224,2.2222285238176287,-0.7963305441070367
3.0,9.0,2.0,7.0,3.0,4.0,1.0,38.0,0,-0.5503344271311899,0.5336106109312376,0.3381317922830108,-0.2166595270325901,1.5946902736079402
5.0,11.0,2.0,2.0,5.0,4.0,0.0,28.0,1,-0.11898166661637807,0.6217874140585424,-0.14592048355885345,1.797047865136041,0.5333313972174953
3.0,15.0,2.0,9.0,3.0,4.0,0.0,38.0,0,0.7217350655540046,0.7948239737670363,-0.14592048355885345,0.4284932202068044,-1.5655516907283509
3.0,9.0,2.0,2.0,1.0,4.0,1.0,3.0,1,-0.33156775053745896,0.18939202066207145,1.1691106560390876,1.132360443620594,0.13090650995189065
5.0,15.0,2.0,3.0,1.0,4.0,1.0,25.0,0,-1.1598729547758722,-1.847852424315761,0.5916731153748992,-0.2166595270325901,0.353755635454989
5.0,11.0,4.0,11.0,0.0,4.0,1.0,38.0,0,-0.4845022570911678,-0.329465339377577,-0.04284768411379528,0.3610225008988978,1.3696345118883266
3.0,11.0,2.0,3.0,0.0,4.0,1.0,38.0,0,0.19252548163730485,-0.30926872577059905,0.14719060413000634,-0.2166595270325901,-0.06521286803112725
5.0,8.0,0.0,5.0,1.0,4.0,0.0,38.0,0,-0.20999334975708814,-0.5950533247337879,0.4598251753510679,-0.2166595270325901,-0.8529521264752791
5.0,9.0,2.0,10.0,1.0,4.0,0.0,38.0,0,0.05171072492146229,0.15386198839216805,-0.14592048355885345,-0.2166595270325901,2.0477180033402966
5.0,9.0,4.0,7.0,1.0,4.0,1.0,38.0,0,-0.3059840016097183,-0.12005553203978445,0.7835390551230689,1.2742718783274631,0.8445321338113511
3.0,5.0,4.0,2.0,0.0,4.0,0.0,38.0,0,1.072442541188603,0.6357253343849495,-0.14592048355885345,0.2480997122305424,0.4444304754461553
3.0,11.0,2.0,0.0,0.0,4.0,1.0,38.0,0,1.7981183760702732,1.8797322309600688,-0.14592048355885345,0.4696160398478503,-1.5853717331775632
3.0,12.0,4.0,2.0,3.0,4.0,0.0,38.0,0,-0.7925420577742796,0.6416169359019431,-0.14592048355885345,1.2141355690872255,1.021481319984973
4.0,15.0,2.0,9.0,1.0,4.0,1.0,38.0,0,-0.1998099790580092,-0.6184012676138223,-0.0013265631492666182,-0.2166595270325901,-1.7938649739944938
3.0,11.0,0.0,9.0,1.0,4.0,1.0,38.0,0,0.34496615188605617,-0.4433257611988615,0.2744103231420068,0.5132367325649071,-0.2258953337352229
3.0,11.0,4.0,4.0,0.0,4.0,1.0,25.0,0,1.079242619800518,1.212434998693135,-0.14592048355885345,-0.2166595270325901,-0.3910489331458711
3.0,5.0,4.0,2.0,0.0,4.0,1.0,38.0,0,-0.7866886549835973,-1.3516548705306908,-0.14592048355885345,-0.2166595270325901,0.7878455599298289
6.0,15.0,0.0,6.0,1.0,4.0,0.0,32.0,0,0.3829611693722472,1.0633556787381684,-0.14592048355885345,1.0178545948219155,-1.1427945122089875
3.0,11.0,4.0,11.0,1.0,4.0,0.0,38.0,1,0.8415520086311066,-0.3272735370405103,1.0323804146253492,1.6786509868664767,0.8796457932061397
1.0,15.0,4.0,6.0,0.0,1.0,1.0,38.0,1,0.5371356878131401,-0.291265258817596,1.2421030282429395,0.05826452653567135,-0.4020402075499501
3.0,12.0,4.0,2.0,3.0,4.0,0.0,38.0,0,-0.030230468186892262,1.2043114102651498,-0.14592048355885345,0.8563691263812323,0.2329549402120208
3.0,9.0,2.0,13.0,0.0,4.0,0.0,38.0,0,-0.03380144090457776,-0.530796990131457,-0.12683289377527565,0.030929025749674124,0.6800132642843559
3.0,7.0,4.0,6.0,0.0,2.0,1.0,38.0,0,1.1466855598239156,-0.4143227891823137,-0.14592048355885345,0.4180293111404808,-0.9077881553331067
3.0,7.0,4.0,9.0,1.0,4.0,0.0,38.0,0,-0.5160780169071962,-0.6197525160973191,-0.14592048355885345,0.3100700445049803,-1.0740617355912638
1.0,6.0,2.0,7.0,2.0,4.0,1.0,38.0,0,-0.34891236171762513,-1.2980092522674829,0.4502553867878916,-0.17037866342444608,-0.7168671394879896
1.0,4.0,2.0,11.0,3.0,4.0,0.0,38.0,0,0.2183930424819332,-0.049426987175440064,0.4920708928591753,-0.2166595270325901,-0.9932742076188652
3.0,11.0,2.0,2.0,3.0,4.0,0.0,38.0,1,0.321985841171268,0.13221402329333687,1.0097350029035501,-0.2166595270325901,0.7149048187623147
3.0,11.0,2.0,9.0,1.0,4.0,1.0,38.0,1,1.2951700960512682,0.7768760733637228,2.0277373751804864,-0.19720277846841824,-1.6117433054498371
3.0,12.0,0.0,11.0,3.0,4.0,0.0,38.0,0,1.1389769584506797,0.3716443034217837,-0.14592048355885345,0.17334753112566034,0.14354114707625382
3.0,11.0,2.0,9.0,4.0,4.0,1.0,25.0,0,-0.7178627508770113,0.8132427105689708,-0.14592048355885345,-0.2166595270325901,-1.6194380524124836
3.0,11.0,4.0,9.0,0.0,2.0,1.0,38.0,1,-1.2027333741812043,-1.2538021250780222,1.0761717303147509,0.274090564643696,0.8924897196720417
3.0,15.0,2.0,9.0,0.0,4.0,0.0,38.0,1,-0.8981846274556659,0.06316282755949168,0.7697736628694609,-0.2166595270325901,-0.9937706685135016
3.0,15.0,4.0,11.0,0.0,4.0,1.0,38.0,1,0.29880303634784666,1.1281221525702383,1.3005035795581077,0.5140373530939534,0.5976214792264467
0.0,8.0,4.0,5.0,0.0,4.0,1.0,38.0,0,0.8601255896347181,-0.11679437030182398,0.39145509073365103,0.9369716254392704,0.21866018593333966
3.0,9.0,2.0,11.0,3.0,2.0,1.0,38.0,0,-1.26011902544103,-1.1453826532718967,-0.07093003333985053,-0.2166595270325901,0.5586820554425865
3.0,15.0,4.0,5.0,0.0,4.0,1.0,38.0,0,0.6896782269683263,0.5017181465134515,-0.14592048355885345,0.8559248141120909,-0.4672543819183682
3.0,11.0,3.0,3.0,0.0,4.0,0.0,38.0,0,0.7113338984227043,0.36725935508284535,-0.14592048355885345,0.6436843193846462,0.07710370097183053
3.0,11.0,0.0,11.0,2.0,4.0,1.0,38.0,0,-0.11552853189284548,0.887300151549601,-0.14592048355885345,-0.2166595270325901,-1.2725600050415131
3.0,8.0,2.0,11.0,1.0,4.0,1.0,38.0,0,1.5741439886172248,1.4027259811442012,0.2412617511411045,0.7521486178969531,-0.3818773067179216
3.0,15.0,2.0,9.0,0.0,4.0,1.0,38.0,1,0.2646887373053627,-0.24289583350173025,1.6216109386708315,-0.2166595270325901,-0.9643269296605541
3.0,15.0,2.0,2.0,4.0,2.0,1.0,38.0,0,-1.4950040794018673,-1.287285650077472,-0.14592048355885345,-0.2166595270325901,1.1957390648683763
3.0,15.0,2.0,9.0,5.0,4.0,1.0,38.0,0,-1.335286622313825,0.11045361002649796,0.046073128296013184,-0.2166595270325901,1.770173519433001
5.0,9.0,4.0,9.0,2.0,4.0,1.0,38.0,1,0.010150675974724237,0.4321391547082329,1.408762214017239,-0.2166595270325901,-0.8875351929541323
3.0,15.0,2.0,6.0,1.0,4.0,1.0,38.0,0,1.1968082517758127,-1.0877150314395272,-0.14592048355885345,0.8384497394907304,-0.25100142676887394
3.0,1.0,2.0,2.0,0.0,4.0,0.0,38.0,0,0.8417644881006415,-0.3079078964328586,-0.14592048355885345,0.2549796525532033,0.5539753099987459
3.0,12.0,2.0,6.0,0.0,4.0,1.0,38.0,0,1.6097505008809565,-0.6415550135100817,-0.14592048355885345,1.8166867549619783,-0.8994100517796283
3.0,11.0,4.0,3.0,3.0,4.0,1.0,38.0,0,-0.614170321306508,-0.21346852061056887,-0.14592048355885345,0.15167268546254475,0.01073943879499742
3.0,15.0,4.0,3.0,1.0,4.0,1.0,38.0,0,1.2529148431371586,-1.517410982834361,-0.14592048355885345,-0.2166595270325901,0.05024477640063975
4.0,14.0,2.0,13.0,1.0,4.0,0.0,38.0,0,0.060377157420418964,-0.5535961931113695,0.679474896624742,-0.2166595270325901,-0.022250546264781627
3.0,11.0,4.0,13.0,0.0,4.0,1.0,38.0,1,0.2709497827173177,0.08001219914924251,0.6713641096254659,-0.2166595270325901,0.4794798503896509
3.0,11.0,4.0,9.0,1.0,4.0,0.0,38.0,1,0.3210269641053465,-0.09200995414119548,1.2843807602392323,3.511613397844936,0.3441845629750479
1.0,4.0,4.0,9.0,4.0,4.0,1.0,38.0,0,2.0266971172413566,0.2869028396631042,-0.14592048355885345,1.3247282653563892,0.13588053181143045
3.0,6.0,4.0,5.0,4.0,4.0,0.0,38.0,0,-0.20616188321255505,1.772336778553855,-0.14592048355885345,-0.2166595270325901,0.03500878812537148
3.0,11.0,0.0,3.0,0.0,4.0,0.0,38.0,0,0.6520318995447238,-0.39421646922060216,-0.14592048355885345,0.178749492247272,0.8544355817757435
5.0,12.0,2.0,6.0,1.0,4.0,1.0,38.0,0,-0.4888189860117093,-0.0011924772133033374,0.7867836319202749,0.17018977537118574,0.9593684096305204
3.0,7.0,4.0,0.0,5.0,2.0,1.0,38.0,0,1.0973357205052845,-0.6272125095154206,-0.07635473074833331,0.3174051195081778,0.3924587684576453
